Filesystem: -ff11- Test: -maxFiles- Result: 10000 Files
Failparam - Mean Erases: 1000, Erase-Deviation: 0, Mean Ionizing Dose: 0, Ionizing Dose Deviation: 0
"pagenumber","erases","writes","reads"
822,640,640,640
823,640,640,640
824,640,640,640
825,640,640,640
826,640,640,640
827,640,640,640
828,640,640,640
829,640,640,640
830,640,640,640
831,640,640,640
832,640,640,640
833,640,640,640
834,640,640,640
835,640,640,640
836,640,640,640
837,640,640,640
838,640,640,640
839,640,640,640
840,640,640,640
841,640,640,640
842,640,640,640
843,640,640,640
844,640,640,640
845,640,640,640
846,640,640,640
847,640,640,640
848,640,640,640
849,640,640,640
850,640,640,640
851,640,640,640
852,640,640,640
853,640,640,640
854,640,640,640
855,640,640,640
856,640,640,640
857,640,640,640
858,640,640,640
859,640,640,640
860,640,640,640
861,640,640,640
862,640,640,640
863,640,640,640
864,640,640,640
865,640,640,640
866,640,640,640
867,640,640,640
868,640,640,640
869,640,640,640
870,640,640,640
871,640,640,640
872,640,640,640
873,640,640,640
874,640,640,640
875,640,640,640
876,640,640,640
877,640,640,640
878,640,640,640
879,640,640,640
880,640,640,640
881,640,640,640
882,640,640,640
883,640,640,640
884,640,640,640
885,640,640,640
886,640,640,640
887,640,640,640
888,640,640,640
889,640,640,640
890,640,640,640
891,640,640,640
892,640,640,640
893,640,640,640
894,640,640,640
895,640,640,640
896,640,640,640
897,640,640,640
898,640,640,640
899,640,640,640
900,640,640,640
901,640,640,640
902,640,640,640
903,640,640,640
904,640,640,640
905,640,640,640
906,640,640,640
907,640,640,640
908,640,640,640
909,640,640,640
910,640,640,640
911,640,640,640
912,640,640,640
913,640,640,640
914,640,640,640
915,640,640,640
916,640,640,640
917,640,640,640
918,640,640,640
919,640,640,640
920,640,640,640
921,640,640,640
922,640,640,640
923,640,640,640
924,640,640,640
925,640,640,640
926,640,640,640
927,640,640,640
928,640,640,640
929,640,640,640
930,640,640,640
931,640,640,640
932,640,640,640
933,640,640,640
934,640,640,640
935,640,640,640
936,640,640,640
937,640,640,640
938,640,640,640
939,640,640,640
940,640,640,640
941,640,640,640
942,640,640,640
943,640,640,640
944,640,640,640
945,640,640,640
946,640,640,640
947,640,640,640
948,640,640,640
949,640,640,640
950,640,640,640
951,640,640,640
952,640,640,640
953,640,640,640
954,640,640,640
955,640,640,640
956,640,640,640
957,640,640,640
958,640,640,640
959,640,640,640
960,640,640,640
961,640,640,640
962,640,640,640
963,640,640,640
964,640,640,640
965,640,640,640
966,640,640,640
967,640,640,640
968,640,640,640
969,640,640,640
970,640,640,640
971,640,640,640
972,640,640,640
973,640,640,640
974,640,640,640
975,640,640,640
976,640,640,640
977,640,640,640
978,640,640,640
979,640,640,640
980,640,640,640
981,640,640,640
982,640,640,640
983,640,640,640
984,640,640,640
985,640,640,640
986,640,640,640
987,640,640,640
988,640,640,640
989,640,640,640
990,640,640,640
991,640,640,640
992,640,640,640
993,640,640,640
994,640,640,640
995,640,640,640
996,640,640,640
997,640,640,640
998,640,640,640
999,640,640,640
1000,640,640,640
1001,640,640,640
1002,640,640,640
1003,640,640,640
1004,640,640,640
1005,640,640,640
1006,640,640,640
1007,640,640,640
1008,640,640,640
1009,640,640,640
1010,640,640,640
1011,640,640,640
1012,640,640,640
1013,640,640,640
1014,640,640,640
1015,640,640,640
1016,640,640,640
1017,640,640,640
1018,640,640,640
1019,640,640,640
1020,640,640,640
1021,640,640,640
1022,640,640,640
1023,640,640,640


